id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
612949b4-a9b7-4c37-adfd-888c2b60a7c2,Yasmin Machado,1969-08-02,653.381.232-38,67574-519,Nascimento das Pedras,AC,Brasil,F,0300 344 3085,65338123238@exemplo.com.br,2023-11-22
78427747-504b-42bd-bda6-213b75a8228e,Giovanna Mendes,1966-03-02,196.235.210-05,70346569,Freitas,PE,Brasil,F,71 3421 6031,19623521005@exemplo.com.br,2025-01-27
9634a665-67d6-4501-8dcf-bae7000e84dc,Matheus Oliveira,1999-11-27,616.668.006-81,26734062,Dias,GO,Brasil,M,71 0552 1440,61666800681@exemplo.com.br,2023-10-03
843c21e6-7932-4a8e-8311-bb111c5ab0f6,Carlos Eduardo Martins,1936-09-14,429.369.067-13,05892821,Barros da Prata,BA,Brasil,F,0900 545 7158,42936906713@exemplo.com.br,2025-06-06
edd00ddc-4804-4ddc-8428-63b4b6142264,Aylla Lima,1957-05-26,392.129.670-77,99271452,Barros da Praia,RO,Brasil,M,+55 (051) 1400 5740,39212967077@exemplo.com.br,2023-08-20
98292e8a-1ddd-4147-8889-931975296d59,Lívia Gonçalves,1991-01-12,258.698.373-57,00870-805,Machado,DF,Brasil,M,0800-751-9187,25869837357@exemplo.com.br,2025-07-20
21cdf6c3-ec77-4aba-af11-4d029070907a,Beatriz Correia,1940-08-06,757.828.011-62,91535282,Teixeira das Pedras,RS,Brasil,M,+55 84 2773-1927,75782801162@exemplo.com.br,2025-01-11
62ba6329-c3ad-4edf-95f0-9f398a6b4a02,Julia Guerra,1989-09-06,243.125.254-58,52604287,Lopes do Campo,AP,Brasil,F,+55 61 4153 7102,24312525458@exemplo.com.br,2025-02-27
be78ab5d-76da-4b85-a876-9c7fcfdfac43,Raquel Nogueira,1975-07-16,963.357.709-66,98594-540,Lopes,RO,Brasil,F,(021) 7657 8417,96335770966@exemplo.com.br,2025-05-05
e06b2d0a-c62a-4706-9937-d63de0a77aa5,Yasmin Cardoso,1952-11-20,226.054.646-14,60695-651,Nogueira,RR,Brasil,F,41 4409 0181,22605464614@exemplo.com.br,2024-11-16
9db7bbe8-25cc-411f-85bb-9203873f866c,Beatriz Duarte,1937-02-24,765.118.753-76,36913003,Moura,AC,Brasil,M,84 2731 5492,76511875376@exemplo.com.br,2024-02-16
23bf3ce6-49ea-45ad-b3d7-de4bed5b3d6b,Henrique Nascimento,1959-06-18,258.019.483-17,13668-253,Câmara,AP,Brasil,M,(081) 3568 4368,25801948317@exemplo.com.br,2025-05-01
ccac0083-998c-4e5f-a807-51230842ec03,Dra. Manuella Rocha,1966-04-25,143.124.051-53,60316242,Silva do Campo,BA,Brasil,F,+55 (011) 8966-1686,14312405153@exemplo.com.br,2023-08-05
dcf0c647-ceee-4012-a13c-d56f60e359dc,Joana Moreira,1944-06-04,491.557.895-02,34718974,Nascimento,PI,Brasil,M,+55 (021) 1982 6689,49155789502@exemplo.com.br,2024-12-09
a178d911-a13d-421a-a3c5-c64637d2d0f5,Maitê da Mata,1936-07-12,597.015.202-54,98286-654,Montenegro,BA,Brasil,F,81 1036 2715,59701520254@exemplo.com.br,2024-06-18
71fba3db-30f9-4f00-8e51-54c2dcffa691,Brenda Sampaio,1947-02-16,006.509.186-97,14220-391,Ribeiro,ES,Brasil,F,(011) 3622-8426,00650918697@exemplo.com.br,2023-09-07
0532fcec-2ada-412c-924e-5ca01c064139,Gael Henrique Gomes,1976-11-01,585.726.543-21,93456072,Ramos do Galho,SC,Brasil,F,+55 81 2725-3443,58572654321@exemplo.com.br,2024-09-09
4e7083a1-b936-464c-b75a-17885791550f,Ryan Vargas,2006-12-02,315.957.673-33,77075-094,Jesus,MG,Brasil,M,+55 71 8240 4720,31595767333@exemplo.com.br,2025-02-12
5e2b21e1-ca8c-4e69-9300-21bbf8cffa5b,Noah Martins,2002-08-29,433.304.763-36,17990-777,Cirino de da Cruz,MT,Brasil,F,+55 51 0193 4488,43330476336@exemplo.com.br,2024-05-07
e09bdd32-a544-4c0a-89f2-d467c1487bcc,Rafael da Rosa,1945-11-30,093.657.271-79,70290-675,Moraes da Serra,ES,Brasil,M,0300-973-3122,09365727179@exemplo.com.br,2024-06-20
d3541706-c837-4e5c-bf3d-ef59d39ac729,Rafael Cassiano,1938-10-05,231.646.857-38,29809417,da Paz,PI,Brasil,M,21 1131 1889,23164685738@exemplo.com.br,2023-10-21
2d228fcb-6985-4161-aba3-2f45ad52bb14,Ana Laura das Neves,2006-11-09,141.392.485-16,97138711,Borges,AC,Brasil,F,(011) 9852 9274,14139248516@exemplo.com.br,2024-05-16
dc76b3b4-ae46-4486-adee-fdb6fe78b20e,Dra. Juliana Pacheco,1989-07-24,198.965.144-76,16572931,Sousa,MA,Brasil,F,+55 81 4987 3582,19896514476@exemplo.com.br,2024-06-02
49ad4204-2447-4b9d-ac90-90c32cb56e52,Ana Sophia Costa,1994-08-09,214.149.355-94,28683626,Nascimento Alegre,PI,Brasil,F,21 6268 1588,21414935594@exemplo.com.br,2024-12-24
812e0210-619a-45cd-8078-8cc4a0f95545,Manuella Siqueira,2003-07-01,278.995.779-85,49082488,Souza,SE,Brasil,F,0500 105 4065,27899577985@exemplo.com.br,2024-09-08
9227d330-5a31-455d-8f02-cf5e76c7df62,Maria Júlia da Paz,1965-07-20,883.248.996-66,65016763,Farias de Novaes,RJ,Brasil,M,(071) 7754-5955,88324899666@exemplo.com.br,2024-06-17
163a93da-5951-4625-aead-52703f04fe40,Bruno Correia,1993-03-20,378.384.830-90,98739-643,Moraes da Praia,PI,Brasil,M,+55 31 6704-8912,37838483090@exemplo.com.br,2025-05-03
ea1c73ce-8299-4e74-a705-5872cc0e3e3e,Ana Vitória Rodrigues,1974-04-24,504.676.650-03,15413-587,Macedo,RS,Brasil,F,+55 (051) 4861-9672,50467665003@exemplo.com.br,2025-03-26
57738dd1-d545-4d2b-ada8-db7f5069ca9e,Maya da Paz,1973-04-26,203.292.257-51,79909030,Pinto,SC,Brasil,M,+55 61 5796-2506,20329225751@exemplo.com.br,2024-02-07
e3862eb1-f7e9-4e64-b23a-0c4d8ea69995,Alícia Viana,1983-12-03,553.394.757-26,53471671,da Rocha das Pedras,SC,Brasil,M,81 4101-8102,55339475726@exemplo.com.br,2023-09-07
9dcccc69-9f5d-4ff8-a0bf-ece9660abb99,Igor Monteiro,1959-02-26,098.453.494-83,82382-964,Casa Grande,AP,Brasil,M,(084) 6322-0977,09845349483@exemplo.com.br,2025-01-09
eb9ddd1d-341c-4852-af5d-60623212d511,Dr. Theodoro Castro,1966-09-11,463.622.322-99,35219-633,Caldeira,GO,Brasil,M,(081) 8056-2265,46362232299@exemplo.com.br,2025-01-04
6d1c6a31-1cc2-43fa-8a8a-1af6a1716e63,Ana Carolina Vieira,1950-12-15,770.721.185-19,46578-221,Silva,DF,Brasil,M,(031) 7139-3372,77072118519@exemplo.com.br,2025-02-02
49c50408-0e40-4c33-9391-77f478b2bc47,Beatriz da Rosa,1953-06-13,726.880.266-75,29514-986,Pacheco,RO,Brasil,F,+55 (021) 9204-4356,72688026675@exemplo.com.br,2025-05-15
f7901ae1-d4b3-4c4d-a306-f229ec7a4cbf,Caleb Vieira,1943-12-25,252.224.746-90,69163-079,Rocha,ES,Brasil,M,(011) 0756 9759,25222474690@exemplo.com.br,2023-10-21
fe7b5e2e-ce5d-4fd4-a2a1-e518b1f93907,Manuella Nogueira,1986-08-12,825.558.954-27,39399554,da Costa,PE,Brasil,F,(021) 9334 3748,82555895427@exemplo.com.br,2025-03-10
3f3c691b-35f9-41af-8a9f-ada0d362c3f6,Ana Laura Freitas,2005-08-12,288.188.944-17,62823-361,Abreu,TO,Brasil,F,+55 (061) 7586 9381,28818894417@exemplo.com.br,2025-02-05
5969dbed-ef07-40bf-8196-5e1139a14b52,Pedro das Neves,1978-06-20,368.157.705-21,72573082,da Luz,CE,Brasil,F,(031) 1967-1697,36815770521@exemplo.com.br,2023-09-01
5429d162-f8f8-4ec6-9901-98cc0f0e734e,Evelyn Pinto,2001-04-12,368.613.512-08,79006-248,Teixeira de Santos,RJ,Brasil,F,84 8822 8555,36861351208@exemplo.com.br,2024-07-18
1b139d1b-a80b-4d35-be25-d4874d35c116,Antônio Cavalcanti,2006-01-23,544.924.215-25,80332-721,Mendes Alegre,TO,Brasil,M,+55 81 2638 4436,54492421525@exemplo.com.br,2024-01-17
cdc414c8-0a49-453a-ac38-f412431d6896,Francisco Câmara,1959-02-16,407.715.679-03,62346-996,Sales do Galho,MS,Brasil,M,(071) 0230 0526,40771567903@exemplo.com.br,2023-09-19
13ab96ea-5efb-41d3-a829-6f277f330cda,Dr. Gustavo Henrique Souza,1951-03-13,057.698.932-90,99698-379,Moraes Paulista,CE,Brasil,F,0300 584 7391,05769893290@exemplo.com.br,2023-07-21
6c049095-3f54-4d9f-b57a-eded0b87c732,Nicolas Viana,1942-04-03,573.423.786-83,96316168,Guerra,SP,Brasil,F,(021) 7493 6573,57342378683@exemplo.com.br,2025-06-18
0f6f83f2-747f-467d-898d-f9f0917084e2,Antony da Paz,1964-06-09,818.170.915-38,59422-334,Mendonça,AP,Brasil,M,+55 11 3097-1062,81817091538@exemplo.com.br,2024-12-26
f4a0482c-f05c-45fc-bda7-ba7d24ee8fa8,Mariana Aragão,1953-09-14,658.546.063-68,32138-984,Azevedo de Costa,PR,Brasil,F,(061) 0819-5182,65854606368@exemplo.com.br,2025-06-12
15d9935e-ee4b-42ad-8da3-b94954a1ed1d,Sofia da Cruz,1935-05-07,782.530.403-72,24396830,Rios do Galho,SP,Brasil,F,+55 (011) 6355 0781,78253040372@exemplo.com.br,2025-04-14
c2915642-b0bc-454d-a4e0-78a2181d6fb1,Srta. Ágatha Albuquerque,1959-03-12,767.633.419-78,18565-532,da Paz de Martins,PB,Brasil,M,21 4536-2461,76763341978@exemplo.com.br,2025-06-24
01069898-01a2-43ca-97bb-5c5ab78e2d05,Sra. Liz da Mata,1942-05-06,857.528.081-79,01363-202,Siqueira do Galho,PE,Brasil,F,+55 (041) 8879-0756,85752808179@exemplo.com.br,2024-10-09
42c793c0-4b21-4757-9fc7-19a9cbd5c65d,Davi Luiz Melo,1994-02-15,818.776.225-96,12306-873,Pires,RJ,Brasil,M,+55 81 5937 2876,81877622596@exemplo.com.br,2025-04-10
c896d890-955f-48aa-bce9-e60332c42092,Dra. Alana da Paz,2005-05-12,987.485.431-01,00151549,Jesus,PB,Brasil,F,31 7090-3321,98748543101@exemplo.com.br,2023-12-25
5c232acb-c7e1-4c0b-9566-5dfeb2ec9c0d,Brayan Cavalcante,1948-01-06,580.201.767-30,82080-824,Almeida dos Dourados,MA,Brasil,M,0900-939-6774,58020176730@exemplo.com.br,2024-04-25
459ab50f-d1fd-4695-85ae-757a4868efae,Vitor Hugo Aragão,1951-09-23,008.921.136-74,06388-507,Silveira,GO,Brasil,M,51 5324 8046,00892113674@exemplo.com.br,2023-11-01
6e71a097-18ed-40e8-bbfe-a52fa758069a,Ravi Alves,1967-01-14,128.408.051-02,90007-810,Fonseca,SE,Brasil,F,61 3867-9758,12840805102@exemplo.com.br,2025-04-17
876b7787-ec23-4baa-9528-aa20e2ce85d8,Lorenzo Ribeiro,1943-12-04,656.507.682-08,13315868,Albuquerque Verde,MS,Brasil,M,+55 11 5223-6313,65650768208@exemplo.com.br,2024-03-16
2087986e-8723-40d8-8646-f97882affa53,Anthony Gabriel da Conceição,1935-12-15,912.235.907-63,68638-674,Garcia,RN,Brasil,M,+55 (041) 0051-1848,91223590763@exemplo.com.br,2025-05-09
5c4a46e5-f31a-43ac-8d51-78981e576a42,Manuella Costa,2006-07-25,129.004.746-77,06481-700,da Rocha da Praia,PA,Brasil,F,0800-178-5108,12900474677@exemplo.com.br,2025-01-06
25685e5c-1ea8-4787-b1f0-c0e17bc4910c,Yasmin Ramos,1954-01-17,782.402.003-90,76286257,Machado de Minas,PI,Brasil,M,+55 71 8029-8768,78240200390@exemplo.com.br,2025-04-24
d855f3a8-a617-40dd-ae53-b232d5f233b3,Ana Clara Macedo,1954-11-26,168.761.933-14,39336-454,Marques,PE,Brasil,M,+55 21 4880 2090,16876193314@exemplo.com.br,2025-05-21
6518816a-4d0a-4eb2-9e0a-bbe5ecf02556,Luiz Henrique da Costa,1978-03-26,371.471.900-31,36652-295,da Costa,PI,Brasil,F,84 7231 0815,37147190031@exemplo.com.br,2024-07-02
e52d5a03-f880-4b41-a997-3a2e7b2740a9,Clarice Sousa,1975-08-31,001.021.484-15,92354-855,Marques,CE,Brasil,F,11 7252 6872,00102148415@exemplo.com.br,2024-07-11
3200033a-e7ee-4788-8227-4a31dca1aa88,Davi Rocha,1987-10-03,304.162.739-36,85302-836,Vieira,PB,Brasil,M,+55 (041) 7182-0149,30416273936@exemplo.com.br,2024-06-14
c763b098-1c10-41c0-918b-9cb56a86d425,Pedro Henrique Lima,1955-01-23,891.732.217-76,87241578,Novais,RS,Brasil,M,(031) 9248-2834,89173221776@exemplo.com.br,2024-12-14
8744e0d4-1e42-4578-af30-20c20acb0b19,Sr. Daniel Azevedo,2006-09-13,126.148.759-89,92298-391,Vargas de Melo,CE,Brasil,F,84 1586 1088,12614875989@exemplo.com.br,2024-12-25
a3d8cce5-aefc-41be-b7b3-c115489a3d7f,Alana Garcia,1983-08-08,535.166.406-45,85699-375,Montenegro,MA,Brasil,F,+55 (051) 5669 9685,53516640645@exemplo.com.br,2024-07-13
a4c6356e-0641-4513-a92e-2b537b61685d,Bruno Mendonça,1965-09-02,954.083.872-71,09089349,Silva de Aparecida,MT,Brasil,M,(021) 7937-1723,95408387271@exemplo.com.br,2024-08-11
56ed4064-5f4d-4b56-96b6-89243f3e34ce,Emanuella Gomes,1980-12-29,970.535.459-84,82802-587,Mendonça,PA,Brasil,M,(031) 4990 4336,97053545984@exemplo.com.br,2023-08-02
05a50289-a2e7-45ab-a25a-6e74a6a66373,Maria Cecília Gomes,1974-05-08,183.088.010-03,45240964,Nascimento de Caldeira,GO,Brasil,M,(011) 4005 5096,18308801003@exemplo.com.br,2024-12-09
